00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;1;2023;SP;Sao Paulo;1775340.45;1775340.45;622;crescimento;3;0.06;0;4;3;3;Aumento nas receitas. lucros ou ativos de uma empresa ao longo do tempo.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;1;2023;SP;Sao Paulo;1775340.45;1775340.45;622;ebitda;3;195287.4495;1;3;3;3;Lucro antes de juros. impostos. depreciação e amortização.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;1;2023;SP;Sao Paulo;1775340.45;1775340.45;622;seca_III;2;0.65;0;3;2;3;Medida da capacidade de pagar dívidas de curto prazo sem considerar estoques.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;1;2023;SP;Sao Paulo;1775340.45;1775340.45;622;endividamento;2;0.73;0;3;2;3;Proporção do total de dívidas em relação ao patrimônio ou ativos.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;1;2023;SP;Sao Paulo;1775340.45;1775340.45;622;despesas;2;110071.1079;1;2;3;3;Gastos operacionais necessários para a manutenção das atividades da empresa.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;1;2023;SP;Sao Paulo;1775340.45;1775340.45;622;carga_tributaria;3;0.24;0;3;3;3;Percentual da receita dedicado ao pagamento de impostos.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;1;2023;SP;Sao Paulo;1775340.45;1775340.45;622;custo_operacional;3;51484.87305;1;3;3;3;Despesas necessárias para manter as operações diárias de uma empresa.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;1;2023;SP;Sao Paulo;1775340.45;1775340.45;622;custo_financeiro;3;7101.3618;1;3;3;3;Despesas com juros sobre dívidas ou financiamentos.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;2;2023;SP;Sao Paulo;1863822.048;1863822.048;653;crescimento;2;0.05;0;3;1;3;Aumento nas receitas. lucros ou ativos de uma empresa ao longo do tempo.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;2;2023;SP;Sao Paulo;1863822.048;1863822.048;653;ebitda;2;279573.3072;1;3;1;3;Lucro antes de juros. impostos. depreciação e amortização.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;2;2023;SP;Sao Paulo;1863822.048;1863822.048;653;seca_III;4;0.41;0;5;3;3;Medida da capacidade de pagar dívidas de curto prazo sem considerar estoques.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;2;2023;SP;Sao Paulo;1863822.048;1863822.048;653;endividamento;4;0.58;0;5;3;3;Proporção do total de dívidas em relação ao patrimônio ou ativos.
00000001000136;4721102;Comércio varejista de produtos alimentícios.  bebidas e fumo;2;2023;SP;Sao Paulo;1863822.048;1863822.048;653;despesas;2;98782.56854;1;3;1;3;Gastos operacionais necessários para a manutenção das atividades da empresa.
